id1,id2,name_jaccard_3gram,name_token_jaccard,num_overlap,pack_type_eq,pack_mat_eq,net_close,match_score,weak_label
3629,3631,0.8627450980392157,0.8181818181818182,0.0,0,0,0,0.940367803538565,
5747,6174,1.0,1.0,0.0,0,0,0,0.9964266230576636,
1717,7572,1.0,1.0,0.0,0,0,0,0.9964266230576636,
4482,7482,1.0,1.0,0.0,1,1,0,0.9997259201300351,1.0
7031,8299,1.0,1.0,0.0,0,0,0,0.9964266230576636,
2392,6398,1.0,1.0,1.0,1,0,0,0.998863349399516,1.0
4684,6650,1.0,1.0,0.0,0,0,0,0.9964266230576636,
2287,2440,0.7142857142857143,0.6666666666666666,0.0,0,0,0,0.5087959873302813,
401,432,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
946,6382,1.0,1.0,0.0,0,0,0,0.9964266230576636,
1352,1408,1.0,1.0,0.0,0,0,0,0.9964266230576636,
1126,7481,1.0,1.0,0.0,0,0,0,0.9964266230576636,
4834,6594,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
3206,3878,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
7268,7653,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
936,941,0.6818181818181818,0.6,0.0,0,0,0,0.30034528321854903,
4635,4664,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
158,2367,0.8108108108108109,0.75,0.0,0,0,0,0.8424242306372471,
3713,6311,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
2048,2050,0.825,0.7777777777777778,0.0,0,0,0,0.885925135784181,
6927,8299,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
817,4632,0.72,0.6666666666666666,0.0,0,0,0,0.5225751651248763,
1808,1809,0.7083333333333334,0.6666666666666666,0.0,0,0,0,0.4944287616681947,
5146,6307,1.0,1.0,0.0,0,0,0,0.9964266230576636,
5235,7288,1.0,1.0,0.0,0,0,0,0.9964266230576636,
7952,8470,1.0,1.0,0.0,0,0,0,0.9964266230576636,
8447,8449,0.8409090909090909,0.75,0.0,0,0,0,0.8772877075826709,
668,2065,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3295,6737,0.6818181818181818,0.6666666666666666,0.0,0,0,0,0.430869623409341,
1552,7481,1.0,1.0,0.0,0,0,0,0.9964266230576636,
1156,7481,1.0,1.0,0.0,0,0,0,0.9964266230576636,
4066,6614,1.0,1.0,0.0,0,0,0,0.9964266230576636,
5182,5183,1.0,1.0,0.0,0,0,0,0.9964266230576636,
7341,7535,1.0,1.0,0.0,0,0,0,0.9964266230576636,
4934,5081,0.45454545454545453,0.42857142857142855,0.0,0,1,0,0.05087807115579561,
2754,5824,0.6851851851851852,0.5555555555555556,0.0,0,0,0,0.23301267503260373,
7170,7653,1.0,1.0,0.0,0,0,0,0.9964266230576636,
5711,5712,0.7666666666666667,0.6666666666666666,0.0,0,0,0,0.6320343111122902,
6299,8326,0.6363636363636364,0.6,0.0,0,0,0,0.21677799902239595,
2199,8231,0.7666666666666667,0.6666666666666666,0.0,0,0,0,0.6320343111122902,
8341,8403,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3666,6091,0.43333333333333335,0.375,0.0,0,0,0,0.005710529487551195,
3038,6522,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
7642,7648,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
